"item-img href","checkedimg2 src","item-brand href","item-brand src","item-rating href","item-rating-num","item-title","item-features","item-features 2","item-features 3","item-features 4","item-features 5","item-features 6","item-features 7","item-features 8","item-features 9","item-features 10","price-was-data","price-current","price-current 2","price-current 3","price-current-range","price-save-label","price-save-dollar","price-save-percent","link-hover-underline","link-hover-underline href","price-ship","btn 2","product-price-ship-eligible","product-delivery-title","d2c-section-title src","d2c-section-title","d2c-section-desc"
"https://www.newegg.com/p/3D5-006P-00004","https://c1.neweggimages.com/productimage/nb300/BWYXS2410060F95FEED.jpg","","","https://www.newegg.com/p/3D5-006P-00004#IsFeedbackTab","(4)","HZG Gaming Desktop Computer PC,Intel Core I5-13400F,GeForce RTX 4060, 32GB RAM and 1TB NVMe M.2 SSD, WiFi6E, ARGB Fan, Prebuilt Gaming PC Tower Intel Core i5-13400F","Gaming & Entertainment","Type:","Tower","Form Factor:","AI Ready","AI Features:","intel core I5 13400F","Processor:","ZJDS134040601TB","Model #:","$1,599.00","$","1,009",".00","–","Save:","$590.00","(36%)","","","Free Shipping","Pre-order","","","","",""
"https://www.newegg.com/yeyian-phoenix-iron-mesh/p/3D5-002P-00066","https://c1.neweggimages.com/productimage/nb300/AZRBS24012316S9BD7D.jpg","https://www.newegg.com/YEYIAN/BrandStore/ID-207638","https://c1.neweggimages.com/brandimage/Brand207638.gif","https://www.newegg.com/yeyian-phoenix-iron-mesh/p/3D5-002P-00066#IsFeedbackTab","(3)","YEYIAN Gaming Phoenix Iron Mesh Desktop PC AMD Ryzen 9 7950X3D NVIDIA RTX 4080 SUPER 32GB DDR5 6000MHz RGB 2TB SSD 360mm AIO 850W Gold PSU AC, Wi-Fi, Window 11 64bit- YPA-PM795DC-48S1U","YPA-PM795DC-48S1U","Part Number:","2024","Release Year:","Gaming & Entertainment","Type:","Consumer","Usage:","YPA-PM795DC-48S1U","Model #:","$3,099.99","$","2,799",".99","–","Save:","$300.00","(9%)","","","","Add to cart","Free Shipping","from United States","https://c1.neweggimages.com/WebResource/Themes/Nest/icons/D2CIcon@1x.png","Direct from YEYIAN","This product is sold direct from the manufacturer."
"https://www.newegg.com/p/3D5-002D-000C6","https://c1.neweggimages.com/productimage/nb300/AZBDS2311070QO4VV2C.jpg","https://www.newegg.com/MXZ/BrandStore/ID-216140","https://c1.neweggimages.com/brandimage/Brand216140.gif","https://www.newegg.com/p/3D5-002D-000C6#IsFeedbackTab","(3)","MXZ Intel Core i5 13600K 5.1GHz ,GeForce RTX 4060, Gaming PC ,16GB DDR5 6000MHz,NVME SSD 1T, B760M H DDR5,6RGB Fans,Windows 11 Pro Ready to use, Gamer Desktop Computer(I5 13600K| RTX 4060)","INTEL CORE I5","Processor:","16 GB","Memory:","1 T","Storage:","GEFORCE RTX 4060","Graphics:","I5 13600K |RTX 4060","Model #:","","$","1,279",".00","–","","","","","","","Add to cart","Free Shipping","from United States","https://c1.neweggimages.com/WebResource/Themes/Nest/icons/D2CIcon@1x.png","Direct from MXZ","This product is sold direct from the manufacturer."
"https://www.newegg.com/avgpc-blizzard-i9-4070/p/3D5-002N-00083","https://c1.neweggimages.com/productimage/nb300/B5FPD2210281CH4C314.jpg","https://www.newegg.com/AVGPC/BrandStore/ID-219092","https://c1.neweggimages.com/brandimage/Brand219092.gif","https://www.newegg.com/avgpc-blizzard-i9-4070/p/3D5-002N-00083#IsFeedbackTab","(3)","AVGPC Blizzard Series Gaming PC - Intel Core i9 11900KF NVIDIA GeForce RTX 4070 Super, 32GB 3600MHz DDR4, 1TB NVME M.2 SSD, 360mm Liquid Cooler, ARGB Fans, Wifi/AC, TD500 Mesh White Case, Windows 11","GeForce RTX 4070 SUPER","GPU/VGA Type:","Intel Core i9-11900KF","CPU Name:","32GB DDR4","Memory Capacity:","Windows 11 Home","Operating System:","Blizzard-I9-4070S","Model #:","$1,799.00","$","1,599",".00","–","Save:","$200.00","(11%)","","","","Add to cart","Free Shipping","from United States","https://c1.neweggimages.com/WebResource/Themes/Nest/icons/D2CIcon@1x.png","Available Direct from AVGPC","This product is sold direct from the manufacturer."
"https://www.newegg.com/clx-tgmsetrtu2b09wm/p/3D5-000B-002R3","https://c1.neweggimages.com/productimage/nb300/ABFSD2211141ABF786F.jpg","","","https://www.newegg.com/clx-tgmsetrtu2b09wm/p/3D5-000B-002R3#IsFeedbackTab","(2)","CLX SET Gaming Desktop - Intel Core i9 13900KF 3GHz 24-Core Processor, 64GB DDR5 Memory, GeForce RTX 4080 SUPER 16GB GDDR6X Graphics 1TB NVMe M.2 SSD, 6TB HDD, WiFi, Win 11 Home 64-bit","GeForce RTX 4080 SUPER","GPU/VGA Type:","Intel Core i9-13900KF","CPU Name:","64GB DDR5","Memory Capacity:","6TB","HDD:","TGMSETRTU2B09WM","Model #:","$4,267.99","$","3,259",".99","–","Save:","$1,008.00","(23%)","More options from $3,259.99 - $4,257.92","https://www.newegg.com/clx-tgmsetrtu2b09wm/p/3D5-000B-002R3?Item=3D5-000B-002R3#moreBuyOptions","","Add to cart","Free Shipping","from United States","","",""
"https://www.newegg.com/clx-tgmhorrtz3a04wm-horus/p/3D5-000B-002V4","https://c1.neweggimages.com/productimage/nb300/ABFSD23101211909GCC.jpg","","","https://www.newegg.com/clx-tgmhorrtz3a04wm-horus/p/3D5-000B-002V4#IsFeedbackTab","(2)","CLX HORUS Gaming Desktop - Intel Core i9 14900KF 3.2GHz 24-Core Processor, 64GB DDR5 Memory, GeForce RTX 4090 24GB GDDR6X Graphics, 2TB NVMe M.2 SSD, 6TB HDD, WiFi, Win 11 Home 64-bit","GeForce RTX 4090","GPU/VGA Type:","Intel Core i9-14900KF","CPU Name:","64GB DDR5","Memory Capacity:","6TB","HDD:","TGMHORRTZ3A04WM","Model #:","","$","4,340",".99","–","","","","More options from $4,340.99 - $4,399.99","https://www.newegg.com/clx-tgmhorrtz3a04wm-horus/p/3D5-000B-002V4?Item=3D5-000B-002V4#moreBuyOptions","","Add to cart","Free Shipping","from United States","","",""
"https://www.newegg.com/p/3D5-000Z-001U6","https://c1.neweggimages.com/productimage/nb300/A1HJS2410230GU4ML88.jpg","https://www.newegg.com/Skytech/BrandStore/ID-28071","https://c1.neweggimages.com/brandimage/Brand28071.gif","https://www.newegg.com/p/3D5-000Z-001U6#IsFeedbackTab","(2)","Skytech King 95 Gaming PC Desktop, Intel i7 14700F 2.1 GHz (5.3GHz Turbo Boost), NVIDIA RTX 4070 Super 12GB GDDR6X, 1TB Gen4 SSD, 32GB DDR5 RAM 5600 RGB, 850W GOLD PSU, 360mm ARGB AIO , Wi-Fi, Win 11","2024","Release Year:","Gaming & Entertainment","Type:","AI Ready","AI Features:","Consumer","Usage:","ST-KING95-1164-B-SK","Model #:","$1,799.99","$","1,649",".99","–","Save:","$150.00","(8%)","","","","Add to cart","Free Shipping","from United States","https://c1.neweggimages.com/WebResource/Themes/Nest/icons/D2CIcon@1x.png","Available Direct from Skytech","This product is sold direct from the manufacturer."
"https://www.newegg.com/p/3D5-000V-001N4","https://c1.neweggimages.com/productimage/nb300/A6ABS230818T1HcQ.jpg","","","https://www.newegg.com/p/3D5-000V-001N4#IsFeedbackTab","(2)","PRC X-FORCE Special Edition Custom Gaming PC Intel Core i7-7700 3.6GHz Quad Core 16GB DDR4 1TB SSD AMD Radeon RX 6800 16GB GDDR6 802.11AC Wi-Fi Bluetooth 5.0 W10 Home","Gaming & Entertainment","Type:","Mid Tower","Form Factor:","Consumer","Usage:","Black","Color:","NE.PRC.MON.i7.16.1TB.RX6800.W10","Model #:","","$","1,249",".99","–","","","","","","","Add to cart","Free Shipping","from United States","https://c1.neweggimages.com/WebResource/Themes/Nest/icons/D2CIcon@1x.png","Available Direct from PRC","This product is sold direct from the manufacturer."
"https://www.newegg.com/velztorm-partix/p/3D5-000W-0B2K8","https://c1.neweggimages.com/productimage/nb300/V2X1D2112010K3F6C46.jpg","","","https://www.newegg.com/velztorm-partix/p/3D5-000W-0B2K8#IsFeedbackTab","(2)","Velztorm Black Gladio Custom Built Gaming PC (AMD Ryzen 9 5900X, 32GB RAM, 1TB PCIe SSD, NVIDIA GeForce RTX 3080, Wifi, 1xUSB 3.2, 4xUSB 3.1, 2xUSB 3.0, 1xHDMI, Win 10 Home)","GeForce RTX 3080","GPU/VGA Type:","AMD Ryzen 9 5900X","CPU Name:","32GB DDR4","Memory Capacity:","Windows 10 Home","Operating System:","ME-121492213499","Model #:","","$","1,849",".99","–","","","","","","","Add to cart","Free Shipping","from United States","https://c1.neweggimages.com/WebResource/Themes/Nest/icons/D2CIcon@1x.png","Available Direct from Velztorm","This product is sold direct from the manufacturer."
"https://www.newegg.com/velztorm-archux/p/3D5-000W-003S2","https://c1.neweggimages.com/productimage/nb300/A7ABD2105227M6ER.jpg","","","https://www.newegg.com/velztorm-archux/p/3D5-000W-003S2#IsFeedbackTab","(2)","Velztorm Archux CTO Gaming Desktop PC (Ryzen 7-5700X 8-Core, 16GB DDR4, 4TB PCIe SSD, GeForce RTX 3060 12GB, 120mm AIO, RGB Fans, 750W PSU, Win 10 Pro) VELZ0001","GeForce RTX 3060","GPU/VGA Type:","3.6GHz","CPU Name:","16GB DDR4","Memory Capacity:","Windows 10 Pro","Operating System:","ME-113950146194","Model #:","","$","1,449",".99","–","","","","","","","Add to cart","Free Shipping","from United States","https://c1.neweggimages.com/WebResource/Themes/Nest/icons/D2CIcon@1x.png","Available Direct from Velztorm","This product is sold direct from the manufacturer."
"https://www.newegg.com/asus-g35dx-dbr770/p/N82E16883221692","https://c1.neweggimages.com/productimage/nb300/83-221-692-S01.jpg","https://www.newegg.com/ASUS/BrandStore/ID-1315","https://c1.neweggimages.com/brandimage/Brand1315.gif","https://www.newegg.com/asus-g35dx-dbr770/p/N82E16883221692#IsFeedbackTab","(2)","ASUS Gaming Desktop G35DX-DBR770 Ryzen 7 5000 Series 5800X (3.80GHz) 16GB DDR4 1 TB PCIe SSD NVIDIA GeForce RTX 3070 Windows 10 Home 64-bit","GeForce RTX 3070","GPU/VGA Type:","AMD Ryzen 7 5800X","CPU Name:","16GB DDR4","Memory Capacity:","Windows 10 Home 64-bit","Operating System:","G35DX-DBR770","Model #:","","$","2,550",".99","–","","","","","","","Add to cart","Free Shipping","from Canada","","",""
"https://www.newegg.com/hp-tg01-2360-pavilion/p/N82E16883450882","https://c1.neweggimages.com/productimage/nb300/83-450-882-V04.jpg","https://www.newegg.com/HP/BrandStore/ID-1186","https://c1.neweggimages.com/brandimage/Brand1186.gif","https://www.newegg.com/hp-tg01-2360-pavilion/p/N82E16883450882#IsFeedbackTab","(2)","HP Gaming Desktop Pavilion TG01-2360 AMD Ryzen 7 5700G 16GB DDR4 512 GB PCIe SSD GeForce RTX 3060 Windows 11 Pro 64-bit","GeForce RTX 3060","GPU/VGA Type:","AMD Ryzen 7 5700G","CPU Name:","16GB DDR4","Memory Capacity:","Windows 11 Pro 64-bit","Operating System:","TG01-2360","Model #:","","$","1,394",".97","–","","","","","","","Add to cart","Free Shipping","from United States","","",""
"https://www.newegg.com/p/3D5-0065-00010","https://c1.neweggimages.com/productimage/nb300/BU58S240607196CTKDF.jpg","","","https://www.newegg.com/p/3D5-0065-00010#IsFeedbackTab","(2 from xidax.com)","Xidax Gaming Desktop Ryzen 7 8700G 8C (up to 5.1GHz) Integrated Radeon 780M GPU 16GB DDR5 5600MHz 1TB M.2 NVMe Genuine Windows 11 home WIFI Assembled & serviced in Utah USA","AMD Radeon 780M","GPU/VGA Type:","AMD Ryzen 7 8700G","CPU Name:","1 TB","SSD:","Windows 11 Home","Operating System:","14765","Model #:","","$","899",".00","–","","","","More options from $889.00 - $899.00","https://www.newegg.com/p/3D5-0065-00010?Item=9SIBU58K8R2742#moreBuyOptions","","Add to cart","Free Shipping","from United States","https://c1.neweggimages.com/WebResource/Themes/Nest/icons/D2CIcon@1x.png","Direct from XIDAX","This product is sold direct from the manufacturer."
"https://www.newegg.com/abs-vxa139k490-vortex-x-aqua/p/N82E16883360371C","https://c1.neweggimages.com/productimage/nb300/83-360-371-01.jpg","https://www.newegg.com/ABS/BrandStore/ID-8484","https://c1.neweggimages.com/brandimage/Brand8484.gif","https://www.newegg.com/abs-vxa139k490-vortex-x-aqua/p/N82E16883360371C#IsFeedbackTab","(2)","ABS Vortex-X Aqua High Performance Gaming PC – Intel i9 13900K - GeForce RTX 4090 - 32GB DDR5 5600MHz - 2TB M.2 NVMe SSD – VXA139KF490","MSI GeForce RTX 4090 Gaming Trio","Graphics:","Gaming & Entertainment","Type:","Consumer","Usage:","Intel Core i9-13900K 3.00 GHz","Processor:","VXA139KF490","Model #:","","$","3,599",".99","–","","","","","","","Add to cart","Free Shipping","from United States","","",""
"https://www.newegg.com/abs-ali632-gladiator/p/N82E16883360297C","https://c1.neweggimages.com/productimage/nb300/83-360-297-01.jpg","https://www.newegg.com/ABS/BrandStore/ID-8484","https://c1.neweggimages.com/brandimage/Brand8484.gif","https://www.newegg.com/abs-ali632-gladiator/p/N82E16883360297C#IsFeedbackTab","(2)","ABS Gladiator Gaming PC - Intel i7 12700KF - GeForce RTX 3070 Ti - 16GB (2x8GB) DDR4 3200MHz - 1TB M.2 NVMe SSD","Mid Tower","Form Factor:","NVIDIA GeForce RTX 3070 Ti 8 GB (Brand May Vary)","Graphics:","Gaming & Entertainment","Type:","Consumer","Usage:","ALI632","Model #:","","$","2,299",".99","–","","","","","","","Add to cart","","$8.99 shipping","","",""
"https://www.newegg.com/dell-7020-tower/p/3D5-0002-00RG3","https://c1.neweggimages.com/productimage/nb300/AK3JS221004155XW10D.jpg","","","https://www.newegg.com/dell-7020-tower/p/3D5-0002-00RG3#IsFeedbackTab","(2)","Dell OptiPlex 7020 Tower Gaming Computer PC Intel Quad Core i5 4th Gen 4570 3.20 GHz 16 GB RAM 512 GB New SSD AMD Radeon RX 550 4GB Win 10 Pro DVD-RW Wi-Fi With Free Gaming Keyboard and Mouse","AMD Radeon RX 550","GPU/VGA Type:","3.2GHz","CPU Name:","16GB DDR3","Memory Capacity:","Windows 10 Pro","Operating System:","D7020T10PI5457016G512SRX5504GB","Model #:","","$","198",".99","–","","","","","","","Add to cart","Free Shipping","from United States","","",""
"https://www.newegg.com/hp-800-g1-elitedesk/p/3D5-0005-00CG8","https://c1.neweggimages.com/productimage/nb300/AZ8YD21070203SPT.jpg","https://www.newegg.com/HP/BrandStore/ID-1186","https://c1.neweggimages.com/brandimage/Brand1186.gif","https://www.newegg.com/hp-800-g1-elitedesk/p/3D5-0005-00CG8#IsFeedbackTab","(2)","HP EliteDesk 800 G1 SFF Computer PC i5 4570 3.2Ghz 32GB DDR3 RAM 512GB SSD NVIDIA GeForce GT 1030 2GB Win 10 Pro WIFI with Desktop PC Keyboard & Mouse HAJAAN HC120 HDMI","NVIDIA GeForce GT 1030","GPU/VGA Type:","3.2GHz","CPU Name:","32GB DDR3","Memory Capacity:","Windows 10 Pro","Operating System:","h800g1si532g512s1030","Model #:","","$","220",".99","–","","","","More options from $219.99","https://www.newegg.com/hp-800-g1-elitedesk/p/3D5-0005-00CG8?Item=9SIAKDCK4H4666#moreBuyOptions","","Add to cart","Free Shipping","from United States","","",""
"https://www.newegg.com/p/3D5-0065-00022","https://c1.neweggimages.com/productimage/nb300/BU58S241121187Q22EA.jpg","","","https://www.newegg.com/p/3D5-0065-00022#IsFeedbackTab","(1)","Xidax X6 ONAMI BLACK Gaming PC AMD Ryzen 7 9800X3D (up to 5.2 GHz)- NVIDIA GeForce RTX 4080 SUPER 16G- 32GB DDR5 5600MHz - 2TB M.2 NVMe -  Genuine Windows 11 Home - WIFI -  Assembled & Serviced","Ryzen 7 9000 Series","CPU Type:","16105","Model #:","","","","","","","$3,599.00","$","2,818",".99","–","Save:","$780.01","(21%)","More options from $2,818.99 - $2,999.00","https://www.newegg.com/p/3D5-0065-00022?Item=3D5-0065-00022#moreBuyOptions","","Add to cart","Free Shipping","from United States","","",""
"https://www.newegg.com/p/3D5-002N-000A2","https://c1.neweggimages.com/productimage/nb300/B5FPS2406251898J68E.jpg","https://www.newegg.com/AVGPC/BrandStore/ID-219092","https://c1.neweggimages.com/brandimage/Brand219092.gif","https://www.newegg.com/p/3D5-002N-000A2#IsFeedbackTab","(1)","AVGPC Whirlwind Gaming PC | AMD Ryzen 7 7800X3D | RTX 4070 Super | 32GB 6000MHz DDR5 | 2TB NVME M.2 SSD | 360MM AIO Liquid Cooling | WiFi/AC | Tempered Glass Case White | Windows 11 Home White","850W","Power Supply:","10/100/1000Mbps","LAN Speed:","Gaming & Entertainment","Type:","White","Color:","AV-WW-R73D-4070S-W","Model #:","","$","1,749",".99","–","","","","More options from $1,749.99 - $1,899.00","https://www.newegg.com/p/3D5-002N-000A2?Item=3D5-002N-000A2#moreBuyOptions","Free Shipping","Back order","","","","",""
